"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angular Velocity, Ch 1+2 (rad/s) Run #1";"Angular Acceleration, Ch 1+2 (rad/s²) Run #1";"Position, Ch 1+2 (m) Run #1";"Velocity, Ch 1+2 (m/s) Run #1";"Acceleration, Ch 1+2 (m/s²) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Angular Velocity, Ch 3+4 (rad/s) Run #1";"Angular Acceleration, Ch 3+4 (rad/s²) Run #1";"Position, Ch 3+4 (m) Run #1";"Velocity, Ch 3+4 (m/s) Run #1";"Acceleration, Ch 3+4 (m/s²) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angular Velocity, Ch 1+2 (rad/s) Run #5";"Angular Acceleration, Ch 1+2 (rad/s²) Run #5";"Position, Ch 1+2 (m) Run #5";"Velocity, Ch 1+2 (m/s) Run #5";"Acceleration, Ch 1+2 (m/s²) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Angular Velocity, Ch 3+4 (rad/s) Run #5";"Angular Acceleration, Ch 3+4 (rad/s²) Run #5";"Position, Ch 3+4 (m) Run #5";"Velocity, Ch 3+4 (m/s) Run #5";"Acceleration, Ch 3+4 (m/s²) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angular Velocity, Ch 1+2 (rad/s) Run #6";"Angular Acceleration, Ch 1+2 (rad/s²) Run #6";"Position, Ch 1+2 (m) Run #6";"Velocity, Ch 1+2 (m/s) Run #6";"Acceleration, Ch 1+2 (m/s²) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Angular Velocity, Ch 3+4 (rad/s) Run #6";"Angular Acceleration, Ch 3+4 (rad/s²) Run #6";"Position, Ch 3+4 (m) Run #6";"Velocity, Ch 3+4 (m/s) Run #6";"Acceleration, Ch 3+4 (m/s²) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angular Velocity, Ch 1+2 (rad/s) Run #7";"Angular Acceleration, Ch 1+2 (rad/s²) Run #7";"Position, Ch 1+2 (m) Run #7";"Velocity, Ch 1+2 (m/s) Run #7";"Acceleration, Ch 1+2 (m/s²) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Angular Velocity, Ch 3+4 (rad/s) Run #7";"Angular Acceleration, Ch 3+4 (rad/s²) Run #7";"Position, Ch 3+4 (m) Run #7";"Velocity, Ch 3+4 (m/s) Run #7";"Acceleration, Ch 3+4 (m/s²) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angular Velocity, Ch 1+2 (rad/s) Run #8";"Angular Acceleration, Ch 1+2 (rad/s²) Run #8";"Position, Ch 1+2 (m) Run #8";"Velocity, Ch 1+2 (m/s) Run #8";"Acceleration, Ch 1+2 (m/s²) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Angular Velocity, Ch 3+4 (rad/s) Run #8";"Angular Acceleration, Ch 3+4 (rad/s²) Run #8";"Position, Ch 3+4 (m) Run #8";"Velocity, Ch 3+4 (m/s) Run #8";"Acceleration, Ch 3+4 (m/s²) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angular Velocity, Ch 1+2 (rad/s) Run #9";"Angular Acceleration, Ch 1+2 (rad/s²) Run #9";"Position, Ch 1+2 (m) Run #9";"Velocity, Ch 1+2 (m/s) Run #9";"Acceleration, Ch 1+2 (m/s²) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Angular Velocity, Ch 3+4 (rad/s) Run #9";"Angular Acceleration, Ch 3+4 (rad/s²) Run #9";"Position, Ch 3+4 (m) Run #9";"Velocity, Ch 3+4 (m/s) Run #9";"Acceleration, Ch 3+4 (m/s²) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angular Velocity, Ch 1+2 (rad/s) Run #10";"Angular Acceleration, Ch 1+2 (rad/s²) Run #10";"Position, Ch 1+2 (m) Run #10";"Velocity, Ch 1+2 (m/s) Run #10";"Acceleration, Ch 1+2 (m/s²) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Angular Velocity, Ch 3+4 (rad/s) Run #10";"Angular Acceleration, Ch 3+4 (rad/s²) Run #10";"Position, Ch 3+4 (m) Run #10";"Velocity, Ch 3+4 (m/s) Run #10";"Acceleration, Ch 3+4 (m/s²) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
9,200;0,157;0,116;1,551;0,0037;0,003;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,200;0,332;0,000;0,582;0,0079;0,000;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,200;0,471;-0,058;-0,776;0,0112;-0,001;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,200;-0,035;0,175;0,194;-8,3333E-4;0,004;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,200;0,035;0,000;;8,3333E-4;0,000;;0,000;0,000;;0,0000;0,000;;-0,005;0,006;9,200;0,384;0,000;0,194;0,0092;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,200;0,367;5,236;-8,727;0,0087;0,125;-0,208;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,200;-0,785;-3,723;14,738;-0,0188;-0,089;0,352;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,200;-0,506;-4,712;11,054;-0,0121;-0,112;0,264;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,200;1,274;-2,560;-23,077;0,0304;-0,061;-0,551;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
9,250;0,157;0,175;0,970;0,0037;0,004;0,023;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,250;0,332;0,000;0,194;0,0079;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,250;0,471;-0,116;-0,388;0,0112;-0,003;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,250;-0,017;0,175;-2,776E-16;-4,1667E-4;0,004;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,250;0,035;;;8,3333E-4;;;0,000;;;0,0000;;;-0,005;0,006;9,250;0,384;0,000;0,000;0,0092;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,250;0,628;4,654;-13,381;0,0150;0,111;-0,319;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,250;-0,960;-2,909;18,423;-0,0229;-0,069;0,440;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,250;-0,733;-4,014;14,738;-0,0175;-0,096;0,352;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,250;1,117;-3,607;-19,199;0,0267;-0,086;-0,458;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
9,300;0,175;0,175;0,776;0,0042;0,004;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,300;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,300;0,454;-0,116;0,388;0,0108;-0,003;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,300;-0,017;0,175;-2,776E-16;-4,1667E-4;0,004;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;9,300;0,384;0,000;0,000;0,0092;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,300;0,838;3,840;-17,065;0,0200;0,092;-0,407;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,300;-1,082;-1,862;21,138;-0,0258;-0,044;0,505;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,300;-0,908;-3,200;17,647;-0,0217;-0,076;0,421;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,300;0,908;-4,480;-14,932;0,0217;-0,107;-0,356;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
9,350;0,175;0,233;0,776;0,0042;0,006;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,350;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,350;0,454;-0,058;0,776;0,0108;-0,001;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,350;0,000;0,175;-0,388;0,0000;0,004;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;9,350;0,384;0,000;0,000;0,0092;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,350;1,012;2,909;-19,974;0,0242;0,069;-0,477;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,350;-1,152;-0,698;21,914;-0,0275;-0,017;0,523;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,350;-1,047;-2,269;20,168;-0,0250;-0,054;0,481;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,350;0,663;-5,120;-10,278;0,0158;-0,122;-0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
9,400;0,192;0,291;0,194;0,0046;0,007;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,400;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,400;0,454;0,000;0,582;0,0108;0,000;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,400;0,000;0,175;-1,164;0,0000;0,004;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;9,400;0,384;0,000;;0,0092;0,000;;0,000;0,000;;0,0000;0,000;;-0,005;0,006;9,400;1,134;1,862;-22,495;0,0271;0,044;-0,537;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,400;-1,152;0,407;20,750;-0,0275;0,010;0,495;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,400;-1,152;-1,164;21,914;-0,0275;-0,028;0,523;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,400;0,384;-5,527;-5,042;0,0092;-0,132;-0,120;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
9,450;0,209;0,291;-0,776;0,0050;0,007;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,450;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,450;0,454;0,000;0,194;0,0108;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,450;0,017;0,058;-1,745;4,1667E-4;0,001;-0,042;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;9,450;0,384;0,000;;0,0092;0,000;;0,000;0,000;;0,0000;0,000;;-0,005;0,006;9,450;1,204;0,640;-24,047;0,0287;0,015;-0,574;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,450;-1,100;1,396;18,811;-0,0262;0,033;0,449;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,450;-1,169;0,000;21,914;-0,0279;0,000;0,523;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,450;0,105;-5,643;0,388;0,0025;-0,135;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
9,500;0,227;0,175;-1,357;0,0054;0,004;-0,032;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,500;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,500;0,454;0,000;0,000;0,0108;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,500;0,017;-0,058;-1,551;4,1667E-4;-0,001;-0,037;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;9,500;0,384;;;0,0092;;;0,000;;;0,0000;;;-0,006;0,006;9,500;1,204;-0,640;-23,465;0,0287;-0,015;-0,560;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,500;-1,012;2,269;16,678;-0,0242;0,054;0,398;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,500;-1,134;1,105;20,362;-0,0271;0,026;0,486;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,500;-0,192;-5,469;5,624;-0,0046;-0,131;0,134;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
9,550;0,227;0,116;-1,357;0,0054;0,003;-0,032;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,550;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,550;0,454;0,000;0,194;0,0108;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,550;0,000;-0,116;-0,776;0,0000;-0,003;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,550;1,134;-1,804;-20,556;0,0271;-0,043;-0,491;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,550;-0,873;3,083;13,963;-0,0208;0,074;0,333;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,550;-1,065;2,036;18,035;-0,0254;0,049;0,431;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,550;-0,454;-5,061;10,278;-0,0108;-0,121;0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
9,600;0,227;0,058;-1,164;0,0054;0,001;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,600;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,600;0,454;0,000;0,582;0,0108;0,000;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,600;0,000;-0,116;-0,194;0,0000;-0,003;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,600;1,012;-2,734;-16,484;0,0242;-0,065;-0,394;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,600;-0,698;3,723;10,278;-0,0167;0,089;0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,600;-0,925;2,909;15,320;-0,0221;0,069;0,366;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,600;-0,698;-4,422;14,350;-0,0167;-0,106;0,343;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006
9,650;0,244;0,000;-1,164;0,0058;-1,735E-17;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,650;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,650;0,454;0,058;0,776;0,0108;0,001;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,650;0,000;-0,116;0,000;0,0000;-0,003;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,650;0,855;-3,432;-12,411;0,0204;-0,082;-0,296;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,650;-0,489;4,131;6,012;-0,0117;0,099;0,144;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,650;-0,768;3,607;12,217;-0,0183;0,086;0,292;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,650;-0,908;-3,607;17,841;-0,0217;-0,086;0,426;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006
9,700;0,227;-0,058;-0,970;0,0054;-0,001;-0,023;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,700;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,700;0,454;0,116;0,388;0,0108;0,003;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,700;-0,017;-0,116;0,000;-4,1667E-4;-0,003;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,700;0,663;-3,956;-8,727;0,0158;-0,094;-0,208;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,700;-0,279;4,305;1,939;-0,0067;0,103;0,046;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,700;-0,559;4,131;8,533;-0,0133;0,099;0,204;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,700;-1,065;-2,618;20,556;-0,0254;-0,063;0,491;0,000;-0,058;-0,582;0,0000;-0,001;-0,014;-0,005;0,006
9,750;0,227;-0,116;-0,582;0,0054;-0,003;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,750;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,750;0,471;0,116;-0,388;0,0112;0,003;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,750;-0,017;-0,116;-0,194;-4,1667E-4;-0,003;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,750;0,454;-4,305;-5,236;0,0108;-0,103;-0,125;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,750;-0,052;4,305;-1,745;-0,0012;0,103;-0,042;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,750;-0,349;4,480;4,460;-0,0083;0,107;0,106;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,750;-1,169;-1,513;22,495;-0,0279;-0,036;0,537;0,000;-0,116;0,194;0,0000;-0,003;0,005;-0,005;0,006
9,800;0,227;-0,116;1,943E-15;0,0054;-0,003;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,800;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,800;0,471;0,058;-0,776;0,0112;0,001;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,800;-0,017;-0,116;;-4,1667E-4;-0,003;;0,000;0,000;;0,0000;0,000;;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,800;0,227;-4,480;-1,551;0,0054;-0,107;-0,037;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,800;0,157;4,131;-5,236;0,0037;0,099;-0,125;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,800;-0,105;4,596;0,000;-0,0025;0,110;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,800;-1,222;-0,349;23,271;-0,0292;-0,008;0,556;-0,017;-0,058;1,164;-4,1667E-4;-0,001;0,028;-0,005;0,006
9,850;0,209;-0,116;0,582;0,0050;-0,003;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,850;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,850;0,471;0,000;-0,582;0,0112;0,000;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,850;-0,035;-0,175;;-8,3333E-4;-0,004;;0,000;0,000;;0,0000;0,000;;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,850;0,000;-4,480;2,327;0,0000;-0,107;0,056;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,850;0,367;3,782;-8,727;0,0087;0,090;-0,208;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,850;0,122;4,480;-4,460;0,0029;0,107;-0,106;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,850;-1,204;0,873;22,495;-0,0287;0,021;0,537;-0,017;0,058;1,164;-4,1667E-4;0,001;0,028;-0,005;0,006
9,900;0,209;-0,058;0,776;0,0050;-0,001;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,900;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,900;0,471;0,000;-0,194;0,0112;0,000;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,900;-0,035;;;-8,3333E-4;;;0,000;;;0,0000;;;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,900;-0,227;-4,247;6,206;-0,0054;-0,101;0,148;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,900;0,541;3,258;-12,023;0,0129;0,078;-0,287;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,900;0,349;4,131;-8,533;0,0083;0,099;-0,204;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,900;-1,134;1,978;20,168;-0,0271;0,047;0,481;0,000;0,116;0,194;0,0000;0,003;0,005;-0,005;0,006
9,950;0,209;0,000;0,582;0,0050;0,000;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,950;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,950;0,471;0,000;0,000;0,0112;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,950;;;;;;;;;;;;;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,950;-0,436;-3,840;9,890;-0,0104;-0,092;0,236;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;9,950;0,698;2,560;-14,932;0,0167;0,061;-0,356;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,950;0,541;3,607;-12,023;0,0129;0,086;-0,287;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,950;-0,995;2,909;16,678;-0,0237;0,069;0,398;0,000;0,058;-0,582;0,0000;0,001;-0,014;-0,005;0,006
10,000;0,209;0,000;0,194;0,0050;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;10,000;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;10,000;0,471;0,000;0,000;0,0112;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,000;-0,611;-3,258;13,381;-0,0146;-0,078;0,319;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;10,000;0,803;1,745;-17,065;0,0192;0,042;-0,407;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;10,000;0,716;2,909;-14,932;0,0171;0,069;-0,356;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;10,000;-0,838;3,665;12,799;-0,0200;0,087;0,306;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006
10,050;0,209;0,000;0,000;0,0050;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;10,050;0,332;0,000;0,000;0,0079;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;10,050;0,471;0,000;0,000;0,0112;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,050;-0,768;-2,502;16,484;-0,0183;-0,060;0,394;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;10,050;0,873;0,814;-18,035;0,0208;0,019;-0,431;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;10,050;0,838;2,094;-17,065;0,0200;0,050;-0,407;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;10,050;-0,628;4,189;8,727;-0,0150;0,100;0,208;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006
