"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angular Velocity, Ch 1+2 (rad/s) Run #1";"Angular Acceleration, Ch 1+2 (rad/s²) Run #1";"Position, Ch 1+2 (m) Run #1";"Velocity, Ch 1+2 (m/s) Run #1";"Acceleration, Ch 1+2 (m/s²) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Angular Velocity, Ch 3+4 (rad/s) Run #1";"Angular Acceleration, Ch 3+4 (rad/s²) Run #1";"Position, Ch 3+4 (m) Run #1";"Velocity, Ch 3+4 (m/s) Run #1";"Acceleration, Ch 3+4 (m/s²) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angular Velocity, Ch 1+2 (rad/s) Run #5";"Angular Acceleration, Ch 1+2 (rad/s²) Run #5";"Position, Ch 1+2 (m) Run #5";"Velocity, Ch 1+2 (m/s) Run #5";"Acceleration, Ch 1+2 (m/s²) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Angular Velocity, Ch 3+4 (rad/s) Run #5";"Angular Acceleration, Ch 3+4 (rad/s²) Run #5";"Position, Ch 3+4 (m) Run #5";"Velocity, Ch 3+4 (m/s) Run #5";"Acceleration, Ch 3+4 (m/s²) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angular Velocity, Ch 1+2 (rad/s) Run #6";"Angular Acceleration, Ch 1+2 (rad/s²) Run #6";"Position, Ch 1+2 (m) Run #6";"Velocity, Ch 1+2 (m/s) Run #6";"Acceleration, Ch 1+2 (m/s²) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Angular Velocity, Ch 3+4 (rad/s) Run #6";"Angular Acceleration, Ch 3+4 (rad/s²) Run #6";"Position, Ch 3+4 (m) Run #6";"Velocity, Ch 3+4 (m/s) Run #6";"Acceleration, Ch 3+4 (m/s²) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angular Velocity, Ch 1+2 (rad/s) Run #7";"Angular Acceleration, Ch 1+2 (rad/s²) Run #7";"Position, Ch 1+2 (m) Run #7";"Velocity, Ch 1+2 (m/s) Run #7";"Acceleration, Ch 1+2 (m/s²) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Angular Velocity, Ch 3+4 (rad/s) Run #7";"Angular Acceleration, Ch 3+4 (rad/s²) Run #7";"Position, Ch 3+4 (m) Run #7";"Velocity, Ch 3+4 (m/s) Run #7";"Acceleration, Ch 3+4 (m/s²) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angular Velocity, Ch 1+2 (rad/s) Run #8";"Angular Acceleration, Ch 1+2 (rad/s²) Run #8";"Position, Ch 1+2 (m) Run #8";"Velocity, Ch 1+2 (m/s) Run #8";"Acceleration, Ch 1+2 (m/s²) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Angular Velocity, Ch 3+4 (rad/s) Run #8";"Angular Acceleration, Ch 3+4 (rad/s²) Run #8";"Position, Ch 3+4 (m) Run #8";"Velocity, Ch 3+4 (m/s) Run #8";"Acceleration, Ch 3+4 (m/s²) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angular Velocity, Ch 1+2 (rad/s) Run #9";"Angular Acceleration, Ch 1+2 (rad/s²) Run #9";"Position, Ch 1+2 (m) Run #9";"Velocity, Ch 1+2 (m/s) Run #9";"Acceleration, Ch 1+2 (m/s²) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Angular Velocity, Ch 3+4 (rad/s) Run #9";"Angular Acceleration, Ch 3+4 (rad/s²) Run #9";"Position, Ch 3+4 (m) Run #9";"Velocity, Ch 3+4 (m/s) Run #9";"Acceleration, Ch 3+4 (m/s²) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angular Velocity, Ch 1+2 (rad/s) Run #10";"Angular Acceleration, Ch 1+2 (rad/s²) Run #10";"Position, Ch 1+2 (m) Run #10";"Velocity, Ch 1+2 (m/s) Run #10";"Acceleration, Ch 1+2 (m/s²) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Angular Velocity, Ch 3+4 (rad/s) Run #10";"Angular Acceleration, Ch 3+4 (rad/s²) Run #10";"Position, Ch 3+4 (m) Run #10";"Velocity, Ch 3+4 (m/s) Run #10";"Acceleration, Ch 3+4 (m/s²) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
8,750;0,262;6,516;-5,624;0,0062;0,156;-0,134;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;8,750;0,175;8,145;-5,236;0,0042;0,194;-0,125;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006;8,750;-1,798;-4,305;35,488;-0,0429;-0,103;0,847;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;8,750;-0,454;8,378;5,818;-0,0108;0,200;0,139;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006;8,750;0,436;7,563;-10,472;0,0104;0,181;-0,250;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;8,750;1,641;-5,527;-29,089;0,0392;-0,132;-0,694;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,750;1,274;-5,527;-23,465;0,0304;-0,132;-0,560;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,750;1,344;0,175;-26,956;0,0321;0,004;-0,644;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,750;1,484;-3,258;-27,150;0,0354;-0,078;-0,648;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,750;-0,663;8,959;9,696;-0,0158;0,214;0,231;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,006;0,006
8,800;0,576;6,050;-11,829;0,0137;0,144;-0,282;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;8,800;0,576;7,679;-13,575;0,0137;0,183;-0,324;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;8,800;-1,972;-2,385;38,785;-0,0471;-0,057;0,926;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;8,800;-0,017;8,436;-2,521;-4,1667E-4;0,201;-0,060;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006;8,800;0,803;6,865;-17,841;0,0192;0,164;-0,426;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;8,800;1,309;-6,865;-22,495;0,0312;-0,164;-0,537;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,800;0,977;-6,574;-17,259;0,0233;-0,157;-0,412;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,800;1,309;-1,164;-25,598;0,0312;-0,028;-0,611;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,800;1,292;-4,538;-22,689;0,0308;-0,108;-0,542;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,800;-0,192;9,250;1,551;-0,0046;0,221;0,037;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006
8,850;0,873;5,294;-17,259;0,0208;0,126;-0,412;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,850;0,960;6,807;-21,720;0,0229;0,162;-0,519;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;8,850;-2,042;-0,349;39,561;-0,0487;-0,008;0,944;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;8,850;0,401;8,087;-10,278;0,0096;0,193;-0,245;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;8,850;1,134;5,760;-24,241;0,0271;0,137;-0,579;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,850;0,942;-7,796;-15,126;0,0225;-0,186;-0,361;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,850;0,611;-7,272;-10,472;0,0146;-0,174;-0,250;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,850;1,222;-2,443;-22,689;0,0292;-0,058;-0,542;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,850;1,030;-5,585;-17,065;0,0246;-0,133;-0,407;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,850;0,279;9,134;-7,175;0,0067;0,218;-0,171;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006
8,900;1,117;4,305;-21,720;0,0267;0,103;-0,519;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,900;1,274;5,469;-28,507;0,0304;0,131;-0,681;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,900;-2,007;1,687;37,622;-0,0479;0,040;0,898;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;8,900;0,803;7,389;-17,453;0,0192;0,176;-0,417;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;8,900;1,396;4,363;-28,895;0,0333;0,104;-0,690;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,900;0,524;-8,378;-7,369;0,0125;-0,200;-0,176;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,900;0,227;-7,621;-3,685;0,0054;-0,182;-0,088;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,900;1,065;-3,491;-18,617;0,0254;-0,083;-0,444;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,900;0,716;-6,283;-10,860;0,0171;-0,150;-0,259;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,900;0,733;8,552;-16,096;0,0175;0,204;-0,384;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006
8,950;1,309;3,083;-25,210;0,0312;0,074;-0,602;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,950;1,518;3,840;-32,967;0,0362;0,092;-0,787;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,950;-1,868;3,491;33,549;-0,0446;0,083;0,801;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;8,950;1,152;6,341;-24,047;0,0275;0,151;-0,574;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,950;1,571;2,793;-31,610;0,0375;0,067;-0,755;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,950;0,087;-8,552;0,388;0,0021;-0,204;0,009;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;8,950;-0,157;-7,621;3,103;-0,0037;-0,182;0,074;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;8,950;0,855;-4,305;-14,157;0,0204;-0,103;-0,338;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,950;0,384;-6,632;-5,042;0,0092;-0,158;-0,120;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;8,950;1,152;7,505;-24,435;0,0275;0,179;-0,583;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006
9,000;1,431;1,745;-27,537;0,0342;0,042;-0,657;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,000;1,658;2,094;-34,907;0,0396;0,050;-0,833;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,000;-1,641;5,061;28,313;-0,0392;0,121;0,676;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;9,000;1,449;4,945;-29,477;0,0346;0,118;-0,704;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,000;1,676;1,164;-32,967;0,0400;0,028;-0,787;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,000;-0,349;-8,319;7,951;-0,0083;-0,199;0,190;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;9,000;-0,541;-7,330;10,084;-0,0129;-0,175;0,241;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;9,000;0,628;-4,887;-9,890;0,0150;-0,117;-0,236;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,000;0,052;-6,749;0,388;0,0012;-0,161;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,000;1,501;6,050;-31,222;0,0358;0,144;-0,745;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006
9,050;1,484;0,291;-28,313;0,0354;0,007;-0,676;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,050;1,728;0,291;-34,519;0,0412;0,007;-0,824;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,050;-1,361;6,341;22,495;-0,0325;0,151;0,537;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;9,050;1,658;3,316;-33,161;0,0396;0,079;-0,792;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,050;1,693;-0,524;-33,161;0,0404;-0,013;-0,792;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,050;-0,750;-7,738;15,126;-0,0179;-0,185;0,361;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;9,050;-0,908;-6,632;16,872;-0,0217;-0,158;0,403;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;9,050;0,367;-5,294;-5,236;0,0087;-0,126;-0,125;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,050;-0,297;-6,632;6,206;-0,0071;-0,158;0,148;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,050;1,763;4,305;-35,876;0,0421;0,103;-0,856;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
9,100;1,466;-1,164;-27,150;0,0350;-0,028;-0,648;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,100;1,693;-1,454;-31,804;0,0404;-0,035;-0,759;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,100;-0,995;7,330;15,902;-0,0237;0,175;0,380;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;9,100;1,780;1,571;-34,907;0,0425;0,037;-0,833;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,100;1,623;-2,211;-31,610;0,0387;-0,053;-0,755;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,100;-1,134;-6,807;22,108;-0,0271;-0,162;0,528;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;9,100;-1,222;-5,585;22,689;-0,0292;-0,133;0,542;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;9,100;0,087;-5,469;1,421E-13;0,0021;-0,131;3,608E-15;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,100;-0,628;-6,167;12,605;-0,0150;-0,147;0,301;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;9,100;1,937;2,385;-38,397;0,0462;0,057;-0,917;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
9,150;1,361;-2,502;-23,853;0,0325;-0,060;-0,569;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,150;1,571;-2,967;-27,343;0,0375;-0,071;-0,653;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,150;-0,611;7,970;8,727;-0,0146;0,190;0,208;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,006;0,006;9,150;1,815;-0,233;-34,907;0,0433;-0,006;-0,833;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,150;1,466;-3,782;-27,731;0,0350;-0,090;-0,662;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,150;-1,449;-5,527;28,507;-0,0346;-0,132;0,681;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;9,150;-1,466;-4,305;26,956;-0,0350;-0,103;0,644;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;9,150;-0,192;-5,294;5,236;-0,0046;-0,126;0,125;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,150;-0,925;-5,352;18,617;-0,0221;-0,128;0,444;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;9,150;2,007;0,407;-38,979;0,0479;0,010;-0,931;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
9,200;1,204;-3,607;-19,199;0,0287;-0,086;-0,458;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,200;1,379;-4,189;-22,301;0,0329;-0,100;-0,532;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,200;-0,192;8,203;1,164;-0,0046;0,196;0,028;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006;9,200;1,763;-1,978;-32,967;0,0421;-0,047;-0,787;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,200;1,239;-5,061;-22,108;0,0296;-0,121;-0,528;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,200;-1,693;-3,898;33,355;-0,0404;-0,093;0,796;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;9,200;-1,658;-2,851;29,865;-0,0396;-0,068;0,713;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;9,200;-0,454;-4,887;9,696;-0,0108;-0,117;0,231;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,200;-1,169;-4,247;23,271;-0,0279;-0,101;0,556;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;9,200;1,972;-1,571;-37,622;0,0471;-0,037;-0,898;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
9,250;0,995;-4,422;-14,157;0,0237;-0,106;-0,338;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,250;1,152;-5,178;-17,259;0,0275;-0,124;-0,412;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,250;0,227;8,087;-6,400;0,0054;0,193;-0,153;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006;9,250;1,606;-3,607;-29,089;0,0383;-0,086;-0,694;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,250;0,942;-5,992;-15,902;0,0225;-0,143;-0,380;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,250;-1,850;-2,094;35,876;-0,0442;-0,050;0,856;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;9,250;-1,763;-1,280;31,416;-0,0421;-0,031;0,750;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;9,250;-0,681;-4,305;13,381;-0,0163;-0,103;0,319;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,250;-1,361;-2,967;26,374;-0,0325;-0,071;0,630;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;9,250;1,850;-3,432;-34,325;0,0442;-0,082;-0,819;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
9,300;0,750;-5,003;-9,502;0,0179;-0,119;-0,227;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,300;0,855;-5,934;-12,023;0,0204;-0,142;-0,287;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,300;0,628;7,563;-13,769;0,0150;0,181;-0,329;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006;9,300;1,396;-4,945;-24,047;0,0333;-0,118;-0,574;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,300;0,628;-6,632;-9,696;0,0150;-0,158;-0,231;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,300;-1,902;-0,233;35,876;-0,0454;-0,006;0,856;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;9,300;-1,780;0,349;31,222;-0,0425;0,008;0,745;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;9,300;-0,890;-3,549;16,872;-0,0212;-0,085;0,403;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,300;-1,466;-1,571;28,119;-0,0350;-0,038;0,671;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;9,300;1,623;-5,061;-29,283;0,0387;-0,121;-0,699;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
9,350;0,489;-5,352;-5,236;0,0117;-0,128;-0,125;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,350;0,541;-6,400;-6,787;0,0129;-0,153;-0,162;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,350;0,995;6,690;-20,750;0,0237;0,160;-0,495;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;9,350;1,100;-5,992;-18,423;0,0262;-0,143;-0,440;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,350;0,279;-6,981;-3,297;0,0067;-0,167;-0,079;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,350;-1,868;1,571;33,937;-0,0446;0,037;0,810;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;9,350;-1,728;1,920;29,283;-0,0412;0,046;0,699;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;9,350;-1,047;-2,618;19,974;-0,0250;-0,062;0,477;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,350;-1,518;-0,116;28,507;-0,0362;-0,003;0,681;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;9,350;1,326;-6,400;-23,077;0,0317;-0,153;-0,551;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
9,400;0,209;-5,527;-0,776;0,0050;-0,132;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,400;0,209;-6,574;-1,745;0,0050;-0,157;-0,042;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,400;1,309;5,469;-26,762;0,0312;0,131;-0,639;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;9,400;0,785;-6,807;-12,605;0,0188;-0,163;-0,301;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,400;-0,087;-6,981;3,103;-0,0021;-0,167;0,074;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,400;-1,745;3,200;30,640;-0,0417;0,076;0,731;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;9,400;-1,588;3,316;25,986;-0,0379;0,079;0,620;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;9,400;-1,152;-1,513;22,108;-0,0275;-0,036;0,528;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,400;-1,484;1,338;27,150;-0,0354;0,032;0,648;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;9,400;0,977;-7,389;-16,096;0,0233;-0,176;-0,384;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
9,450;-0,070;-5,469;4,266;-0,0017;-0,131;0,102;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;9,450;-0,122;-6,574;3,491;-0,0029;-0,157;0,083;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;9,450;1,553;3,956;-31,222;0,0371;0,094;-0,745;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,450;0,419;-7,272;-6,206;0,0100;-0,174;-0,148;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,450;-0,436;-6,632;9,114;-0,0104;-0,158;0,218;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,450;-1,536;4,654;26,374;-0,0367;0,111;0,630;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;9,450;-1,379;4,538;21,914;-0,0329;0,108;0,523;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;9,450;-1,204;-0,349;22,689;-0,0287;-0,008;0,542;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;9,450;-1,379;2,676;24,047;-0,0329;0,064;0,574;-0,017;0,000;0,388;-4,1667E-4;0,000;0,009;-0,006;0,006;9,450;0,576;-8,029;-8,533;0,0137;-0,192;-0,204;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
